Company Name,Competitors,Founded,Headquarters,Rating,Revenue,Sector,Size,Type of ownership,Website,Company Description,wikisite,uri_name
"qualifacts systems, inc.",,1986.0,"Highland, CA",3.6,$100 to $500 million (USD),"Arts, Entertainment & Recreation",1001 to 5000 employees,Company - Private,http://www.qualifacts.com/,,,qualifacts_systems_inc
"qualifacts systems, inc.",Netsmart,2002.0,"Nashville, TN",3.1,$25 to $50 million (USD),Information Technology,201 to 500 employees,Company - Private,http://www.qualifacts.com/,,,qualifacts_systems_inc
quality consulting group,"Ultimate Solutions, Flexible & Integrated Technical Services, Mentor Technical Group",2011.0,"Guaynabo, PR",5.0,$1 to $5 million (USD),Biotech & Pharmaceuticals,51 to 200 employees,Company - Private,,,,quality_consulting_group
qualys,"NortonLifeLock, McAfee, Verisign",1999.0,"Foster City, CA",2.7,$100 to $500 million (USD),Information Technology,501 to 1000 employees,Company - Public,http://www.qualys.com/,,http://www.wikidata.org/entity/Q7268802,qualys
quantlab,,1998.0,"Houston, TX",3.9,,Finance,51 to 200 employees,Company - Private,,,http://www.wikidata.org/entity/Q82759040,quantlab
queen consulting group,,,,,,,10 to 19 employees,,http://www.queencg.com/,"Queen Consulting Group has a fun, energetic, and team oriented environment. We place the utmost importance on treating our clients, consultants, job seekers, and internal employees well, with integrity and exceptional service. We are located in Faneuil Hall in Boston and have a startup feel, with our office being less than 5 years old. The foundation of our company is built on a solid leadership team that brings many years of success in the industry, which has allowed us to experience tremendous growth over the past few years. If you are looking to be a part of something that is exciting, collaborative, and growing, and be in a position to make a huge impact with your contribution, this is the place for you!",,queen_consulting_group
quick base,,1999.0,"Cambridge, MA",4.4,,Information Technology,201 to 500 employees,Company - Private,,,,quick_base
quicken loans inc.,,2002.0,"US, Detroit, Michigan",,,,"1,500 to 1,999 employees",,https://www.quickenloans.com/,"For 10 years in a row now, J.D. Power has ranked Quicken Loans highest in the nation in customer satisfaction for Primary Mortgage Origination. And for the fifth year in a row, they also ranked us highest for Mortgage Servicing This success wouldn’t be possible without our team members. It’s because of their drive and determination that we’ve made the top-30 of FORTUNE magazine’s annual ranking of the 100 Best Companies to Work For list for 16 consecutive years.
What started simply as a summer experiment for our founder and chairman Dan Gilbert has become America’s largest mortgage lender,1 with offices in Detroit, Cleveland, Phoenix, Charlotte and more. Today, more than 17,000 team members work for our suite of fintech services. Together with nearly 100 firms across a broad range of industries, from real estate to sports, we make up the Rock Family of Companies – all united by an obsession to find a better way for our clients, our team members and our communities.
We say that we’re obsessed, but it’s more than that – it’s our purpose and guiding light. Finding a better way is the only way. The results speak for themselves:
We were the first lender to bring the entire mortgage process online.
For 8 years in a row now, J.D. Power has ranked Quicken Loans highest in the nation in customer satisfaction for Primary Mortgage Origination. And for the fifth year in a row, they also ranked us highest for Mortgage Servicing.
We build advanced technology that improves our clients’ lives, including voice assistant integrations that make it possible to pay your mortgage simply using your voice.
This success wouldn’t be possible without our team members. It’s because of their drive and determination that we’ve made the top-30 of FORTUNE magazine’s annual ranking of the 100 Best Companies to Work For list for 15 consecutive years. But awards can’t replace great ideas. That’s why we’re committed to an inclusive workplace, where every voice is heard and all our team members have access and opportunity to grow their skills and become the best versions of themselves.
That mission extends out beyond our walls and right into our communities, where we don’t just volunteer but also invest our unique efforts in ways that impact the world around us.
We’ve revolutionized the mortgage industry, but this is about more than mortgages. This is about changing people’s lives. Join our team and change your own life today.
DISCLAIMERS:
1 Based on Quicken Loans data in comparison to public data records.
2 For J.D. Power award information, visit JDPower.com.",,quicken_loans_inc
quotient technology inc.,,1998.0,"Mountain View, CA",2.8,$100 to $500 million (USD),Business Services,501 to 1000 employees,Company - Public,http://www.quotient.com/,,,quotient_technology_inc
railway supply group,,,,,,,,,,,,railway_supply_group
raisso inc.,,,,,,,,,,,,raisso_inc
randstad,,,US,,,,"10,000 employees or more",,https://www.randstad.com/,"Looking for your next great opportunity but not sure where to find it? When you let Randstad US handle your job search, you get the support of one of the world's largest staffing firms partnering with you every step of the way. Our recruiters have the resources to find a job that's right for you. We combine our passion for people with the power of today's latest technologies to find opportunities that fit your skills in environments where you can thrive. Whether you're looking for a temporary or permanent position, our focus is on partnering with you to realize your true potential. And it all starts with your next great role.",,randstad
rapid response monitoring,"COPS Monitoring, National Monitoring Center, Affiliated Monitoring",1992.0,"Syracuse, NY",4.7,,Business Services,501 to 1000 employees,Company - Private,,,,rapid_response_monitoring
rapidit,,,,,,,,,,,,rapidit
raytheon,,1922.0,"Waltham, MA",3.7,$10+ billion (USD),Aerospace & Defense,10000+ employees,Company - Public,http://www.rtx.com/,,,raytheon
rcm solutions inc.,,,,,,,,,,,,rcm_solutions_inc
re/max real estate,,1979.0,"McLean, VA",4.2,,Real Estate,51 to 200 employees,Company - Private,,,,re_max_real
reaktor,,2000.0,"Helsinki, Finland",4.9,$50 to $100 million (USD),Information Technology,501 to 1000 employees,Company - Private,,,,reaktor
"real soft, inc./diversity direct",,,"US, New Jersey",,,,"1,000 to 1,499 employees",,http://www.realsoftinc.com,"Real Soft, Inc. (RSI) and Diversity Direct takes pride in recruiting and staffing the very best talent for our clients with an unparalleled customer experience.  We are based in New Jersey but help our clients across the country for various IT, Clinical and Admin/Clerical positions.  
Our career page with additional job postings by location can be found here:
https://www.realsoftinc.com/careers.html
Please follow us today on LinkedIn for additional updates!
https://www.linkedin.com/company/real-soft-inc-/
If you do not see a posting that fits your profile, send us your resume at recruit@realsoftinc.com.",,real_soft_inc
recursion pharmaceuticals,,2013.0,"Salt Lake City, UT",4.7,$1 to $5 million (USD),Biotech & Pharmaceuticals,51 to 200 employees,Company - Private,http://www.recursionpharma.com/,,,recursion_pharmaceuticals
"red balloon security, inc.",,2011.0,"New York, NY",4.4,,Information Technology,1 to 50 employees,Company - Private,,,,red_balloon_security
red ventures,"Clearlink, Credit Karma, LendingTree",2000.0,"Fort Mill, SC",3.2,$1 to $2 billion (USD),Business Services,1001 to 5000 employees,Company - Private,,,,red_ventures
"redolent, inc",,,"Newark, CA",3.7,Less than $1 million (USD),Consumer Services,1 to 50 employees,Company - Private,,,,redolent_inc
redstream technology,,2007.0,"New York, NY",4.1,$5 to $10 million (USD),Information Technology,1 to 50 employees,Company - Private,,,,redstream_technology
reed tech,,1966.0,"Horsham, PA",3.1,$100 to $500 million (USD),Information Technology,1001 to 5000 employees,Subsidiary or Business Segment,,,,reed_tech
regeneron,"Genentech, Vertex Pharmaceuticals, Celgene",1988.0,"Tarrytown, NY",3.9,$5 to $10 billion (USD),Biotech & Pharmaceuticals,5001 to 10000 employees,Company - Public,http://www.regeneron.com/,,,regeneron
regenxbio,"MacroGenics, AstraZeneca",2009.0,"Rockville, MD",4.1,$1 to $5 million (USD),Biotech & Pharmaceuticals,201 to 500 employees,Company - Public,,,http://www.wikidata.org/entity/Q56583534,regenxbio
relationship one,,,,,,,,,,,,relationship_one
relativity,,2001.0,"Chicago, IL",3.8,,Information Technology,1001 to 5000 employees,Company - Private,,,,relativity
"remedy bpci partners, llc.","Healthfirst (New York), naviHealth",2011.0,"Norwalk, CT",3.4,,Health Care,201 to 500 employees,Company - Private,http://www.powerofremedy.com/,,,remedy_bpci_partners
repairsmith,,2018.0,"Los Angeles, CA",4.8,,"Construction, Repair & Maintenance",1 to 50 employees,Company - Private,,,,repairsmith
reperio human capital,,,,,,,,,,,,reperio_human_capital
reperio inc.,,,,,,,,,,,,reperio_inc
responsive search,,,,,,,,,,,,responsive_search
resurgent capital services,,1998.0,"Greenville, SC",4.6,$50 to $100 million (USD),Finance,201 to 500 employees,Company - Private,http://www.resurgent.com/,,,resurgent_capital_services
"retailnext, inc.",,,,,,,,,,,,retailnext_inc
"revenue solutions, inc.",,1996.0,"Pembroke, MA",2.9,$50 to $100 million (USD),Information Technology,201 to 500 employees,Company - Private,,,,revenue_solutions_inc
reynolds american,,1875.0,"Winston-Salem, NC",3.1,$10+ billion (USD),Manufacturing,5001 to 10000 employees,Company - Private,http://www.reynoldsamerican.com/,,http://www.wikidata.org/entity/Q947718,reynolds_american
rfi communications & security systems,,1979.0,"San Jose, CA",3.9,$25 to $50 million (USD),Information Technology,51 to 200 employees,Company - Private,,,,rfi_communications_security
ricoh,,1955.0,US,,,,"10,000 employees or more",,http://www.ricoh.com/,"Ricoh is a global technology company specializing in office imaging equipment, production print solutions, document management systems and IT services. Headquartered in Tokyo, Ricoh Group, operates in more than 200 countries and regions. In the financial year ending March 2011, Ricoh Group had worldwide sales of 1,942 billion yen (approx. 23 billion USD).
The majority of the company's revenue comes from products, solutions and services that improve the interaction between people and information. Ricoh also produces award-winning digital cameras and specialized industrial products. It is known for the quality of its technology, the exceptional standard of its customer service and sustainability initiatives.",,ricoh
riptide software,,,"Oviedo, FL",4.2,$10 to $25 million (USD),Information Technology,51 to 200 employees,Company - Private,,,,riptide_software
risk management solutions (rms),"AIR Worldwide, EQECAT, Verisk Analytics",1989.0,"Newark, CA",3.7,$100 to $500 million (USD),Information Technology,1001 to 5000 employees,Company - Private,http://www.rms.com/,,,risk_management_solutions
ritter insurance marketing,,2005.0,"Harrisburg, PA",4.2,$50 to $100 million (USD),Insurance,201 to 500 employees,Company - Private,,,,ritter_insurance_marketing
riverpoint inc,,,,,,,,,,,,riverpoint_inc
rli corp,"CNA, Travelers, Navigators",1965.0,"Peoria, IL",4.9,$500 million to $1 billion (USD),Insurance,501 to 1000 employees,Company - Public,,,,rli_corp
rm executive search firm,,,,,,,,,,,,rm_executive_search
rms computer corporation,,1996.0,"US, New York, NY",,,,,,http://www.rmscorp.com/,"RMS Computer Corporation (a certified MWBE) is committed to providing our clients with the highest quality technical resources available in the market today. We focus on identifying candidates with exceptional technological expertise and educational background to provide our clients with both individual staffing and complete project solutions. With more than 20 years experience coupled with our commitment to best practices, RMS continues to focus on delivering the best affordable resources in the fastest response time for our clients' growing technological needs.",,rms_computer
robert half,"Adecco, Manpower",1948.0,"Menlo Park, CA",3.5,$2 to $5 billion (USD),Business Services,10000+ employees,Company - Public,http://www.roberthalf.com/,,,robert_half
rockwell automation,"Emerson, ABB, Siemens",1903.0,"Milwaukee, WI",3.8,$5 to $10 billion (USD),Manufacturing,10000+ employees,Company - Public,http://www.rockwellautomation.com/,,http://www.wikidata.org/entity/Q1529234,rockwell_automation
rockwell collins inc.,,,,,,,,,,,,rockwell_collins_inc
"rodan and fields, llc",,2002.0,"San Francisco, CA",2.2,,Retail,501 to 1000 employees,Company - Private,http://www.rodanandfields.com/,,,rodan_fields_llc
"roi data pro, llc",,,,,,,,,,,,roi_data_pro
rolfe carawan,,,,,,,,,,,,rolfe_carawan
royce geospatial,,2014.0,"Arlington, VA",5.0,$10 to $25 million (USD),Aerospace & Defense,51 to 200 employees,Company - Private,http://www.roycegeo.com/,,,royce_geospatial
rti international,"Westat, Abt Associates, Chemonics International",1958.0,"Research Triangle Park, NC",4.3,$500 million to $1 billion (USD),Business Services,1001 to 5000 employees,Nonprofit Organization,,,,rti_international
rubius therapeutics,,2013.0,"Cambridge, MA",4.4,$100 to $500 million (USD),Biotech & Pharmaceuticals,201 to 500 employees,Company - Public,http://www.rubiustx.com/,,http://www.wikidata.org/entity/Q81654756,rubius_therapeutics
ruby receptionists,,2003.0,"Portland, OR",3.5,$25 to $50 million (USD),Information Technology,501 to 1000 employees,Company - Private,http://www.ruby.com/,,,ruby_receptionists
rune labs,,2018.0,"San Francisco, CA",5.0,Less than $1 million (USD),Information Technology,1 to 50 employees,Unknown,,,,rune_labs
"s&p global, inc.",,,,,,,,,,,,sp_global_inc
saab,,1937.0,"Stockholm, Sweden",3.7,$10+ billion (USD),Aerospace & Defense,1001 to 5000 employees,Company - Public,http://www.saabgroup.com/,,http://www.wikidata.org/entity/Q30298502,saab
saama technologies inc,"Accenture, Deloitte, IBM",1997.0,"Campbell, CA",3.5,,Biotech & Pharmaceuticals,501 to 1000 employees,Company - Private,http://www.saama.com/,,,saama_technology_inc
saic,,,,,,,,,,,,saic
saic,"Booz Allen Hamilton, CACI International",2013.0,"Reston, VA",3.6,$2 to $5 billion (USD),Information Technology,10000+ employees,Company - Public,,,,saic
salient global technologies,,,,,,,,,,,,salient_global_technology
samba tv,,2008.0,"San Francisco, CA",3.3,,Business Services,201 to 500 employees,Company - Private,http://www.samba.tv/,,,samba_tv
samsung next,,2012.0,"Mountain View, CA",3.5,,Information Technology,201 to 500 employees,Company - Public,,,,samsung_next
samsung research america,"Sony, LG Electronics, Nokia",1988.0,"Mountain View, CA",3.7,$50 to $100 million (USD),Information Technology,1001 to 5000 employees,Subsidiary or Business Segment,http://www.sra.samsung.com/,,,samsung_research_america
"samsung semiconductor, inc.",,1983.0,"Suwon, South Korea",3.4,,Information Technology,1001 to 5000 employees,Subsidiary or Business Segment,http://www.samsung.com/semiconductor,,,samsung_semiconductor_inc
san manuel casino,,1986.0,"Highland, CA",3.6,$100 to $500 million (USD),"Arts, Entertainment & Recreation",1001 to 5000 employees,Company - Private,http://www.sanmanuelcareers.com/,,,san_manuel_casino
sandia national laboratories,"Los Alamos National Laboratory, Lawrence Livermore National Laboratory",1949.0,"Albuquerque, NM",3.8,$2 to $5 billion (USD),Government,10000+ employees,Government,http://www.sandia.gov/,,,sandia_national_labs
sanofi,"Pfizer, GlaxoSmithKline",1973.0,"Paris, France",3.7,$10+ billion (USD),Biotech & Pharmaceuticals,10000+ employees,Company - Public,http://www.sanofi.com/,,,sanofi
santander,,1856.0,"Madrid, Spain",3.1,$10+ billion (USD),Finance,10000+ employees,Company - Private,,,,santander
sarekon inc,,,"Spencerport, NY",,,,1 to 50 employees,Unknown,,,,sarekon_inc
sartorius,,1870.0,"Gottingen, Germany",3.5,$1 to $2 billion (USD),Biotech & Pharmaceuticals,5001 to 10000 employees,Company - Public,http://www.sartorius.com/career,,http://www.wikidata.org/entity/Q30267522,sartorius
scale ai,,2016.0,"San Francisco, CA",3.5,,Information Technology,51 to 200 employees,Company - Private,http://www.scale.com/,,,scale_ai
schaeffer industries,,1979.0,"Lindon, UT",1.8,$25 to $50 million (USD),Manufacturing,1 to 50 employees,Company - Private,,,,schaeffer_industries
schweitzer engineering laboratories,,1984.0,"Pullman, WA",3.9,$1 to $2 billion (USD),Manufacturing,1001 to 5000 employees,Company - Private,,,http://www.wikidata.org/entity/Q7433236,schweitzer_engineering_labs
scientific research corporation,,1988.0,"US, South Atlanta, GA",,,,"2,500 to 4,999 employees",,http://www.scires.com,"Scientific Research Corporation is an advanced engineering company that was founded in 1988 to provide innovative solutions to the U.S. Government, private industry, and international markets. Since its inception, SRC has continued to successfully meet em",,scientific_research
scientific research corporation,,1988.0,"Atlanta, GA",4.2,$100 to $500 million (USD),Information Technology,1001 to 5000 employees,Company - Private,http://www.scires.com,,,scientific_research
scs engineers,"Golder Associates, Tetra Tech",1970.0,"Long Beach, CA",4.2,$100 to $500 million (USD),Business Services,501 to 1000 employees,Company - Private,http://www.scsengineers.com/,,http://www.wikidata.org/entity/Q30298527,scs_engineers
seats incorporated,,,"La Jolla, CA",4.9,,,1 to 50 employees,Company - Private,,,,seats_incorporated
securityscorecard,BitSight,2013.0,"New York, NY",4.5,$25 to $50 million (USD),Information Technology,51 to 200 employees,Company - Private,,,http://www.wikidata.org/entity/Q54954068,securityscorecard
seen by indeed,,,"Austin, TX",,,,Unknown,Company - Private,,,,seen_by_indeed
"seguno software, inc.",,,"Durham, NC",,,,1 to 50 employees,Company - Private,,,,seguno_software_inc
sei professional services,,2015.0,"Paonia, CO",,$1 to $5 million (USD),"Oil, Gas, Energy & Utilities",1 to 50 employees,Company - Private,http://www.seisolarpros.com/,,,sei_professional_services
semper valens solutions,,,"Canyon Lake, TX",5.0,$10 to $25 million (USD),Business Services,51 to 200 employees,Company - Private,,,,semper_valens_solutions
sentilink,,,,,,,,,http://www.q2labsolutions.com/,,,sentilink
sentrilock,,2003.0,"West Chester, OH",3.3,$10 to $25 million (USD),Business Services,51 to 200 employees,Company - Private,,,,sentrilock
seracare life sciences,"Thermo Fisher Scientific, Bio-Rad Laboratories",1989.0,"Milford, MA",2.6,$25 to $50 million (USD),Biotech & Pharmaceuticals,51 to 200 employees,Company - Private,,,http://www.wikidata.org/entity/Q30283543,seracare_life_sciences
serigor inc.,,,"Baltimore, MD",3.9,Less than $1 million (USD),Information Technology,1 to 50 employees,Company - Private,,,,serigor_inc
"servicelink management company, llc",,,,,,,,,,,,servicelink_management_company
sevone,"SolarWinds, CA Technologies, Infovista",2005.0,"Boston, MA",3.0,$50 to $100 million (USD),Information Technology,201 to 500 employees,Company - Private,http://www.sevone.com/,,http://www.wikidata.org/entity/Q7457067,sevone
sg gaming inc. f/k/a bally gaming inc.,,,,,,,,,,,,sg_gaming_inc
shared labs,,,,,,,"1,000 to 1,499 employees",,,"iTech Simplifies IT by offering end-to-end solutions for all of your IT challenges. We provide IT consulting, IT staffing, custom software services, data warehouse and mobile resources to some of the largest and most well-known corporations in North America. Our focus and priority is our talent and our process! We hire the best and optimize that with processes to deliver cost-effective solutions. We realize that managing the IT projects can be challenging. Demands around technology management, software development, internal staffing etc., add to the burden of IT executives whose resources are not always scalable to these demands. Using Agile methodologies, industry certified technologists and our unique approach, we deliver cost-effective solutions to your IT challenges. Having a one stop IT resource at your fingertips eliminates the need to find and manage multiple parties for multiple initiatives. This saves you time, money and allows you to focus on your core business!",,shared_labs
shine systems,,2008.0,"Charlottesville, VA",3.6,,Business Services,51 to 200 employees,Company - Private,http://www.shinesystems.com/,,,shine_systems
shinetech software,,2001.0,"Beijing, China",4.6,$10 to $25 million (USD),Information Technology,201 to 500 employees,Company - Private,,,,shinetech_software
shutterfly,"Snapfish, Vistaprint, Minted",1999.0,"Redwood City, CA",3.1,$1 to $2 billion (USD),Information Technology,1001 to 5000 employees,Company - Private,http://www.shutterflyinc.com/,,,shutterfly
sigma software,,,,,,,,,,,,sigma_software
sigmaways inc,,,,,,,,,,,,sigmaways_inc
simulstat inc.,,,,,,,,,,,,simulstat_inc
sinclair community college,,,,,,,,,,,,sinclair_community_college
sita,,,,,,,,,,,,sita
"sixgen, inc.",,,,,,,,,,,,sixgen_inc
skilalogy,,,,,,,,,,,,skilalogy
skoruz inc,,,,,,,,,,,,skoruz_inc
sky consulting inc,,,"Minneapolis, MN",4.3,,,51 to 200 employees,Company - Private,,,,sky_consulting_inc
sky solutions llc,,,,,,,,,,,,sky_solutions_llc
skyrocket ventures,,,,,,,,,,,,skyrocket_ventures
skysync,,2011.0,"Ann Arbor, MI",5.0,,Information Technology,51 to 200 employees,Company - Private,,,,skysync
sligo software solutions inc.,,,,,,,,,,,,sligo_software_solutions
slv moulya technologies inc,,,,,,,,,,,,slv_moulya_technology
smart synergies inc,,,,,,,,,,,,smart_synergies_inc
smc 3,,1935.0,"Peachtree City, GA",4.3,$10 to $25 million (USD),Transportation & Logistics,51 to 200 employees,Nonprofit Organization,,,,smc_3
"smith johnson group, inc",,1993.0,"US, Sandy, Utah",,,,20 to 49 employees,,http://www.smithjohnson.com,"Smith Johnson Group has been making a difference to IT Professionals throughout the western United States for almost 25 years.
Specializing in Information Technology staffing, Smith Johnson Group is a leader with personalized service and high quality results.
Check out our testimonials at http://www.smithjohnson.com/testimonials/",,smith_johnson_group
snap finance llc,,,,,,,,,,,,snap_finance_llc
snapfish,"Shutterfly, Minted, MyPublisher",1999.0,"San Francisco, CA",2.7,,Retail,51 to 200 employees,Company - Private,,,,snapfish
snapsheet,,,,,,,,,,,,snapsheet
sni financial,,,,,,,,,,,,sni_financial
social fulcrum,,2010.0,"Boston, MA",3.4,$1 to $5 million (USD),Business Services,1 to 50 employees,Company - Private,,,,social_fulcrum
softbank robotics,,2005.0,"Paris, France",3.8,$25 to $50 million (USD),Manufacturing,201 to 500 employees,Subsidiary or Business Segment,,,,softbank_robotics
softclouds,,2005.0,"San Diego, CA",4.6,$5 to $10 million (USD),Information Technology,51 to 200 employees,Company - Private,,,,softclouds
softthink solutions inc,,,,,,,,,,,,softthink_solutions_inc
software engineering institute,,1984.0,"Pittsburgh, PA",2.6,,Education,501 to 1000 employees,College / University,http://www.sei.cmu.edu/,,,software_engineering_institute
software engineering institute,,1984.0,"Pittsburgh, PA",2.8,,Education,501 to 1000 employees,College / University,http://www.sei.cmu.edu/,,,software_engineering_institute
software engineering services corporation,,1991.0,"US, Bellevue, Nebraska",,,,100 to 499 employees,,http://www.sessolutions.com/,"A Service Disabled Veteran Owned and Minority Owned Small Business, Software Engineering Services was incorporated in 1992 in Bellevue, Nebraska. Located just minutes from Offutt Air Force Base and the home of U.S. Strategic Command (USSTRATCOM), SES provides a variety of services to our numerous State, Federal, and Commercial clients.

Using the total system solutions approach, based on current industry standards for software engineering and project management, our proven techniques have helped many organizations including several Fortune 200 companies to reduce software development and maintenance costs. SES provides unique, creative, and comprehensive solutions guaranteed to sharpen your competitive edge.",,software_engineering_services
software technology inc,,,,,,,,,,,,software_technology_inc
"softworld, inc.",,1993.0,"US, Waltham, Massachusetts",,,,500 to 999 employees,,http://softworldinc.com,"Softworld, Inc., a 2018 Inavero Best of Staffing Award Winner for both talent and client satisfaction, is a multifaceted staffing and consulting firm with the experience and infrastructure to support clients and talent on a national level. Softworld has developed expertise across six distinct staffing and consulting practices over the past 25 years that include Technology Services, Life Sciences, Engineering, Government, Banking, and Creative Services.",,softworld_inc
solidus,,,,,,,,,,,,solidus
solugenix corporation,,1969.0,"Brea, CA",4.3,$50 to $100 million (USD),Information Technology,201 to 500 employees,Company - Private,,,,solugenix
sooryen technologies,,2012.0,"Oradell, NJ",3.7,$5 to $10 million (USD),Information Technology,51 to 200 employees,Company - Private,,,,sooryen_technology
soundway,,,"Silver Spring, MD",5.0,Less than $1 million (USD),,1 to 50 employees,Contract,,,,soundway
southwest research institute,"Los Alamos National Laboratory, Battelle, SRI International",1947.0,"San Antonio, TX",3.9,$500 million to $1 billion (USD),Business Services,1001 to 5000 employees,Nonprofit Organization,http://www.swri.org/,"We are R&D problem solvers providing independent, premier services to government and industry clients. Our multidisciplinary nature allows us to rapidly assemble diverse teams to tackle problems from multiple directions. We push the boundaries of science and technology to develop innovative solutions that advance the state of the art and improve human health and safety. Operating as a nonprofit since our 1947 inception, we work in the public’s best interest and toward the betterment of mankind.  At SwRI, we tirelessly pursue innovation and excellence in science and technology for the betterment of humankind. We support work on nearly 4,000 client projects at any given time through a wide range of technical competencies with 2,574 staff members in nine technical divisions. Client services include, but are not limited to, Automotive and Transportation, Biomedical & Health, Chemistry & Materials, Computers and Electronics, Defense & Security, Earth & Space, Energy & Environment, and Manufacturing & Construction. 
TECHNICAL DIVISIONS
Applied Physics-Developing advanced electronic and microelectronic devices, power supplies, voice and data communication systems, robot test services, and payloads
Applied Power-Using physical science research and applied engineering to produce sensors, instruments, and hardware used worldwide.
Center for Nuclear Waste Regulatory Analyses-Resolving technical and regulatory issues related to a potential geologic repository for spent nuclear fule and high-level radioactive waste.
Chemistry and Chemical Engineering-Performing research and technical services using chemistry and chemical engineering technology.
Defense and & Intelligence Solutions-Providing advanced direction finding and tracking systems through geolocation system development.
Fuels and Lubricants Research-Performing fuels and lubricants research activities to meet regulatory and competitive goals.
Intelligent Systems-Providing engineering services in resaerch and development of complex systems and equipment.
Mechanical Engineering-Improving safety, reliability, efficiency and life of new or existing mechanical components or systems.
Powertrain Engineering-Designing and developing vehicle and engine components to achieve performance and emissions goals.
Space Science & Engineering-Developing and managing advanced scientific payloads aboard satellites and sounding rockets.
PRESIDENT'S MESSAGE
Innovation in science and technology has been a hallmark of Southwest Research Institute since its earliest days. It's no exaggeration to say we are committed to advancing science and applying technology to benefit government, industry, and all humankind. That is our mission. Our multidisciplinary, collaborative approach allows us to successfully solve clients' most challenging problems. Today, we are a leader among independent, nonprofit research and development organizations. Our staff of 2,574 scientists, engineers, analysts, and support staff members continues to accomplish outstanding fundamental and applied engineering and research for clients from diverse segments of government and industry. Adam L. Hamilton, P.E, President and CEO
IN THE COMMUNITY
Our staff is expert at developing solutions that help build a better tomorrow today; and that practical, innovative spirit carries through to our community interactions. Staff members generously donate time and outher resources to support food drives, blood drives, and other
outreach programs. 
HONORS AND AWARDS
Southwest Research Institute has earned 43 R&D 100 awards since 1971. Each year R&D Magazine recognizes developments regarded as among the 100 most significant technical accomplishments. The Chicago Tribune dubbed the program ""the Oscars of Invention"". ",,southwest_research_institute
southwest research institute,"Los Alamos National Laboratory, Battelle, SRI International",1947.0,"San Antonio, TX",3.9,$500 million to $1 billion (USD),Business Services,1001 to 5000 employees,Nonprofit Organization,http://www.swri.org/,,,southwest_research_institute
spark digital,,2011.0,"New York, NY",4.1,,Information Technology,201 to 500 employees,Company - Private,,,,spark_digital
spatial integrated systems,,1997.0,"Virginia Beach, VA",4.6,$5 to $10 million (USD),Information Technology,1 to 50 employees,Company - Private,,,,spatial_integrated_systems
specialized bicycle components,"Trek Bicycle, SRAM, Santa Cruz Bicycles",1974.0,"Morgan Hill, CA",3.9,,Manufacturing,1001 to 5000 employees,Company - Private,,,http://www.wikidata.org/entity/Q1200510,specialized_bicycle_components
spectra group inc.,,,,,,,,,,,,spectra_group_inc
spectra tech inc.,,1995.0,"US, Oak Ridge, Tennessee",,,,100 to 499 employees,,https://www.spectratechinc.com/,"Founded as a one-person company in 1995 by Loong Yong, Ph.D., Spectra Tech is today a 250-person engineering and environmental services company working on engineering, environmental and nuclear projects worldwide for its clients, which include U.S. Federal agencies, government contractors, and private commercial companies. In 2014, Spectra Tech acquired BAT Associates, Inc. as a wholly-owned subsidiary, expanding Spectra Tech’s environmental services offerings and expertise. Throughout the company’s history, Spectra Tech has maintained an excellent track record for customer satisfaction, high employee morale, and job safety.
Classified as a small business under its primary NAICS code of 562910, Spectra Tech was certified as a Minority- Owned Business in 2010 with the Tennessee Minority Supplier Development Council (TMSDC) and as a Disadvantaged Business Enterprise with the State of California in 2014. Our highly qualified and experienced professional staff members are committed to providing clients with the highest level of service. Spectra Tech engineers and scientists have backgrounds in engineering, construction management, environmental remediation, hazardous and radioactive waste management, decontamination and decommissioning (D&D), nuclear facility safety and operations, radiation protection, regulatory compliance, Quality Assurance, contract management, and procurement.",,spectra_tech_inc
spectrum communications and consulting,,1992.0,"Chicago, IL",3.4,$10 to $25 million (USD),Business Services,51 to 200 employees,Company - Private,,,,spectrum_communications_consulting
spino inc,,,,,,,,,,,,spino_inc
spok,,1984.0,"Springfield, VA",3.7,$100 to $500 million (USD),Information Technology,501 to 1000 employees,Company - Public,http://www.spok.com/,,,spok
"sprintray, inc.",,2014.0,"Los Angeles, CA",4.5,$1 to $5 million (USD),Manufacturing,1 to 50 employees,Company - Private,,,,sprintray_inc
sram,"Shimano, Trek Bicycle, Specialized Bicycle Components",1987.0,"Chicago, IL",3.7,$500 million to $1 billion (USD),Manufacturing,1001 to 5000 employees,Company - Private,,,,sram
sram,"J.P. Morgan, New York Community Bancorp, Citi",1966.0,"New York, NY",2.7,$10+ billion (USD),Finance,1001 to 5000 employees,Company - Public,,,,sram
"srg iii, llc dba spencer reed group",,1990.0,"US, , KS",,,,20 to 49 employees,,,"Spencer Reed Group, LLCÂ® is a national staffing services firm delivering highly skilled professionals for a diverse set of industries and specialties. We are a national provider of executive search, professional and technical contract staffing, business solution services and temporary staffing. It is our belief that having a fulfilling job is an extremely important part of life. We want to supply employers with the kind of employees that are motivated by their job and have a sense of satisfaction at the end of the day.",,srg_iii_llc
staffing front inc,,,,,,,,,,,,staffing_front_inc
